exchangeCD,ticker,timestamp,lastPrice,shortNM
"XSHE","000090",1462345158000,13.450,"天健集团"
"XSHE","000096",1462345158000,13.050,"广聚能源"
"XSHE","000099",1462345158000,13.890,"中信海直"
"XSHE","000100",1462345158000,3.570,"TCL 集团"
"XSHE","000150",1462345158000,30.180,"宜华健康"
"XSHE","000151",1462345158000,18.540,"中成股份"
"XSHE","000153",1462345158000,10.510,"丰原药业"
"XSHE","000155",1462345158000,10.270,"*ST川化 "
"XSHE","000156",1462345158000,19.720,"华数传媒"
"XSHE","000157",1462345158000,4.350,"中联重科"
"XSHE","000158",1462345158000,14.090,"常山股份"
"XSHE","000159",1462345158000,7.660,"国际实业"
"XSHE","000166",1462345158000,8.490,"申万宏源"
"XSHE","000301",1462345158000,4.710,"东方市场"
"XSHE","000333",1462345158000,32.950,"美的集团"
"XSHE","000338",1462345158000,8.240,"潍柴动力"
"XSHE","000400",1462345158000,16.280,"许继电气"
"XSHE","000401",1462345158000,10.900,"冀东水泥"
"XSHE","000402",1462345158000,9.260,"金 融 街"
"XSHE","000403",1462345158000,31.460,"ST生化  "
"XSHE","000404",1462345158000,9.050,"华意压缩"
"XSHE","000407",1462345158000,7.060,"胜利股份"
"XSHE","000408",1462345158000,14.370,"*ST金源 "
"XSHE","000409",1462345158000,10.190,"山东地矿"
"XSHE","000410",1462345158000,17.660,"沈阳机床"
"XSHE","000411",1462345158000,22.660,"英特集团"
"XSHE","000413",1462345158000,7.890,"东旭光电"
"XSHE","000415",1462345158000,6.820,"渤海金控"
"XSHE","000416",1462345158000,8.640,"民生控股"
"XSHE","000417",1462345158000,8.320,"合肥百货"
"XSHE","000418",1462345158000,29.650,"小天鹅Ａ"
"XSHE","000419",1462345158000,7.580,"通程控股"
"XSHE","000420",1462345158000,7.410,"吉林化纤"
"XSHE","000421",1462345158000,10.360,"南京中北"
"XSHE","000422",1462345158000,6.430,"湖北宜化"
"XSHE","000423",1462345158000,46.530,"东阿阿胶"
"XSHE","000425",1462345158000,3.390,"徐工机械"
"XSHE","000426",1462345158000,7.240,"兴业矿业"
"XSHE","000428",1462345158000,7.500,"华天酒店"
"XSHE","000429",1462345158000,5.770,"粤高速Ａ"
"XSHE","000430",1462345158000,11.740,"张家界  "
"XSHE","000488",1462345158000,8.710,"晨鸣纸业"
"XSHE","000498",1462345158000,6.930,"山东路桥"
"XSHE","000501",1462345158000,17.640,"鄂武商Ａ"
"XSHE","000502",1462345158000,23.810,"绿景控股"
"XSHE","000503",1462345158000,29.530,"海虹控股"
"XSHE","000504",1462345158000,15.460,"*ST生物 "
"XSHE","000505",1462345158000,9.840,"*ST珠江 "
"XSHE","000506",1462345158000,8.540,"中润资源"
"XSHE","000507",1462345158000,5.820,"珠海港  "
"XSHE","000509",1462345158000,5.660,"华塑控股"
"XSHE","000510",1462345158000,8.050,"金路集团"
"XSHE","000511",1462345158000,8.920,"*ST烯碳 "
"XSHE","000513",1462345158000,45.840,"丽珠集团"
"XSHE","000514",1462345158000,8.300,"渝 开 发"
"XSHE","000516",1462345158000,16.430,"国际医学"
"XSHE","000517",1462345158000,5.140,"荣安地产"
"XSHE","000518",1462345158000,7.600,"四环生物"
"XSHE","000519",1462345158000,12.280,"江南红箭"
"XSHE","000520",1462345158000,10.000,"长航凤凰"
"XSHE","000521",1462345158000,6.180,"美菱电器"
"XSHE","000523",1462345158000,11.800,"广州浪奇"
"XSHE","000524",1462345158000,13.120,"岭南控股"
"XSHE","000525",1462345158000,13.760,"红 太 阳"
"XSHE","000526",1462345158000,52.720,"银润投资"
"XSHE","000528",1462345158000,7.020,"柳    工"
"XSHE","000529",1462345158000,9.170,"广弘控股"
"XSHE","000530",1462345158000,10.020,"大冷股份"
"XSHE","000531",1462345158000,9.970,"穗恒运Ａ"
"XSHE","000532",1462345158000,15.930,"力合股份"
"XSHE","000533",1462345158000,10.720,"万 家 乐"
"XSHE","000534",1462345158000,12.970,"万泽股份"
"XSHE","000536",1462345158000,13.850,"华映科技"
"XSHE","000537",1462345158000,8.010,"广宇发展"
"XSHE","000538",1462345158000,62.120,"云南白药"
"XSHE","000539",1462345158000,5.660,"粤电力Ａ"
"XSHE","000540",1462345158000,7.000,"中天城投"
"XSHE","000541",1462345158000,9.400,"佛山照明"
"XSHE","000543",1462345158000,6.880,"皖能电力"
"XSHE","000544",1462345158000,14.970,"中原环保"
"XSHE","000545",1462345158000,7.510,"金浦钛业"
"XSHE","000546",1462345158000,10.650,"金圆股份"
"XSHE","000547",1462345158000,15.400,"航天发展"
"XSHE","000548",1462345158000,8.610,"湖南投资"
"XSHE","000550",1462345158000,25.410,"江铃汽车"
"XSHE","000551",1462345158000,9.490,"创元科技"
"XSHE","000552",1462345158000,8.330,"靖远煤电"
"XSHE","000553",1462345158000,10.700,"沙隆达Ａ"
"XSHE","000554",1462345158000,9.730,"泰山石油"
"XSHE","000555",1462345158000,29.180,"神州信息"
"XSHE","000557",1462345158000,6.570,"*ST广夏 "
"XSHE","000558",1462345158000,17.020,"莱茵体育"
"XSHE","000559",1462345158000,15.620,"万向钱潮"
"XSHE","000560",1462345158000,10.730,"昆百大Ａ"
"XSHE","000561",1462345158000,12.080,"烽火电子"
"XSHE","000563",1462345158000,5.950,"陕国投Ａ"
"XSHE","000564",1462345158000,9.830,"西安民生"
"XSHE","000565",1462345158000,10.170,"渝三峡Ａ"
"XSHE","000566",1462345158000,23.160,"海南海药"
"XSHE","000567",1462345158000,33.000,"海德股份"
"XSHE","000568",1462345158000,23.500,"泸州老窖"
"XSHE","000570",1462345158000,9.380,"苏常柴Ａ"
"XSHE","000571",1462345158000,5.710,"新大洲Ａ"
"XSHE","000572",1462345158000,5.230,"海马汽车"
"XSHE","000573",1462345158000,8.540,"粤宏远Ａ"
"XSHE","000576",1462345158000,15.460,"广东甘化"
"XSHE","000581",1462345158000,19.340,"威孚高科"
"XSHE","000582",1462345158000,16.380,"北部湾港"
"XSHE","000584",1462345158000,12.640,"友利控股"
"XSHE","000585",1462345158000,7.440,"东北电气"
"XSHE","000586",1462345158000,23.140,"汇源通信"
"XSHE","000587",1462345158000,16.620,"金洲慈航"
"XSHE","000589",1462345158000,6.040,"黔轮胎Ａ"
"XSHE","000590",1462345158000,22.040,"启迪古汉"
"XSHE","000591",1462345158000,15.940,"太阳能  "
"XSHE","000592",1462345158000,13.800,"平潭发展"
"XSHE","000593",1462345158000,11.670,"大通燃气"
"XSHE","000595",1462345158000,11.450,"宝塔实业"
"XSHE","000596",1462345158000,42.400,"古井贡酒"
"XSHE","000597",1462345158000,9.780,"东北制药"
"XSHE","000598",1462345158000,5.590,"兴蓉环境"
"XSHE","000599",1462345158000,7.780,"青岛双星"
"XSHE","000600",1462345158000,9.830,"建投能源"
"XSHE","000601",1462345158000,9.190,"韶能股份"
"XSHE","000603",1462345158000,18.270,"盛达矿业"
"XSHE","000605",1462345158000,19.630,"渤海股份"
"XSHE","000606",1462345158000,10.980,"*ST明胶 "
"XSHE","000607",1462345158000,8.780,"华媒控股"
"XSHE","000608",1462345158000,5.300,"阳光股份"
"XSHE","000609",1462345158000,13.530,"绵世股份"
"XSHE","000610",1462345158000,12.850,"西安旅游"
"XSHE","000611",1462345158000,9.880,"*ST蒙发 "
"XSHE","000612",1462345158000,5.940,"焦作万方"
"XSHE","000613",1462345158000,16.310,"大东海A "
"XSHE","000615",1462345158000,17.730,"湖北金环"
"XSHE","000616",1462345158000,5.300,"海航投资"
"XSHE","000617",1462345158000,12.910,"*ST济柴 "
"XSHE","000619",1462345158000,12.730,"海螺型材"
"XSHE","000620",1462345158000,7.550,"新华联  "
"XSHE","000622",1462345158000,12.890,"*ST恒立 "
"XSHE","000623",1462345158000,25.550,"吉林敖东"
"XSHE","000625",1462345158000,15.850,"长安汽车"
"XSHE","000626",1462345158000,61.970,"如意集团"
"XSHE","000627",1462345158000,8.700,"天茂集团"
"XSHE","000628",1462345158000,14.300,"高新发展"
"XSHE","000629",1462345158000,2.850,"*ST钒钛 "
"XSHE","000630",1462345158000,2.770,"铜陵有色"
"XSHE","000631",1462345158000,8.520,"顺发恒业"
"XSHE","000632",1462345158000,10.960,"三木集团"
"XSHE","000633",1462345158000,10.320,"*ST合金 "
"XSHE","000635",1462345158000,12.180,"英 力 特"
"XSHE","000636",1462345158000,8.870,"风华高科"
"XSHE","000637",1462345158000,8.890,"茂化实华"
"XSHE","000638",1462345158000,27.500,"万方发展"
"XSHE","000639",1462345158000,13.790,"西王食品"
"XSHE","000650",1462345158000,8.360,"仁和药业"
"XSHE","000651",1462345158000,19.220,"格力电器"
"XSHE","000652",1462345158000,4.960,"泰达股份"
"XSHE","000655",1462345158000,8.470,"金岭矿业"
"XSHE","000656",1462345158000,3.950,"金科股份"
"XSHE","000657",1462345158000,16.310,"中钨高新"
"XSHE","000659",1462345158000,4.940,"珠海中富"
"XSHE","000661",1462345158000,95.010,"长春高新"
"XSHE","000662",1462345158000,22.790,"天夏智慧"
"XSHE","000663",1462345158000,13.020,"永安林业"
"XSHE","000665",1462345158000,15.670,"湖北广电"
"XSHE","000666",1462345158000,19.340,"经纬纺机"
"XSHE","000667",1462345158000,4.000,"美好集团"
"XSHE","000668",1462345158000,26.870,"荣丰控股"
"XSHE","000669",1462345158000,17.010,"金鸿能源"
"XSHE","000670",1462345158000,11.240,"*ST盈方 "
"XSHE","000671",1462345158000,6.210,"阳 光 城"
"XSHE","000672",1462345158000,6.690,"上峰水泥"
"XSHE","000673",1462345158000,14.580,"当代东方"
"XSHE","000676",1462345158000,22.580,"智度投资"
"XSHE","000677",1462345158000,7.080,"恒天海龙"
"XSHE","000678",1462345158000,9.220,"襄阳轴承"
"XSHE","000679",1462345158000,12.780,"大连友谊"
"XSHE","000680",1462345158000,5.660,"山推股份"
"XSHE","000681",1462345158000,24.580,"视觉中国"
"XSHE","000682",1462345158000,5.380,"东方电子"
"XSHE","000683",1462345158000,5.170,"远兴能源"
"XSHE","000685",1462345158000,10.910,"中山公用"
"XSHE","000686",1462345158000,12.540,"东北证券"
"XSHE","000687",1462345158000,23.100,"华讯方舟"
"XSHE","000688",1462345158000,7.810,"建新矿业"
"XSHE","000690",1462345158000,7.250,"宝新能源"
"XSHE","000691",1462345158000,10.790,"ST亚太  "
"XSHE","000692",1462345158000,6.130,"惠天热电"
"XSHE","000693",1462345158000,12.500,"ST华泽  "
"XSHE","000695",1462345158000,17.610,"滨海能源"
"XSHE","000697",1462345158000,24.100,"炼石有色"
"XSHE","000698",1462345158000,7.080,"沈阳化工"
"XSHE","000700",1462345158000,23.520,"模塑科技"
"XSHE","000701",1462345158000,17.940,"厦门信达"
"XSHE","000702",1462345158000,14.970,"正虹科技"
"XSHE","000703",1462345158000,11.850,"恒逸石化"
"XSHE","000705",1462345158000,13.040,"浙江震元"
"XSHE","000707",1462345158000,8.390,"双环科技"
"XSHE","000708",1462345158000,12.630,"大冶特钢"
"XSHE","000709",1462345158000,3.220,"河钢股份"
"XSHE","000710",1462345158000,30.170,"天兴仪表"
"XSHE","000711",1462345158000,19.440,"京蓝科技"
"XSHE","000712",1462345158000,19.530,"锦龙股份"
"XSHE","000713",1462345158000,10.960,"丰乐种业"
"XSHE","000715",1462345158000,16.750,"中兴商业"
"XSHE","000716",1462345158000,15.270,"黑芝麻  "
"XSHE","000717",1462345158000,4.400,"*ST韶钢 "
"XSHE","000718",1462345158000,13.190,"苏宁环球"
"XSHE","000719",1462345158000,14.980,"大地传媒"
"XSHE","000720",1462345158000,6.750,"新能泰山"
"XSHE","000721",1462345158000,8.250,"西安饮食"
"XSHE","000722",1462345158000,14.390,"湖南发展"
"XSHE","000723",1462345158000,11.400,"美锦能源"
"XSHE","000725",1462345158000,2.440,"京东方Ａ"
"XSHE","000726",1462345158000,11.090,"鲁  泰Ａ"
"XSHE","000727",1462345158000,6.750,"华东科技"
"XSHE","000728",1462345158000,17.090,"国元证券"
"XSHE","000729",1462345158000,7.330,"燕京啤酒"
"XSHE","000731",1462345158000,7.610,"四川美丰"
"XSHE","000732",1462345158000,20.350,"泰禾集团"
"XSHE","000733",1462345158000,18.990,"振华科技"
"XSHE","000735",1462345158000,6.790,"罗 牛 山"
"XSHE","000736",1462345158000,14.030,"中房地产"
"XSHE","000737",1462345158000,6.540,"南风化工"
"XSHE","000738",1462345158000,27.450,"中航动控"
"XSHE","000739",1462345158000,6.400,"普洛药业"
"XSHE","000748",1462345158000,19.900,"长城信息"
"XSHE","000750",1462345158000,11.390,"国海证券"
"XSHE","000751",1462345158000,5.750,"锌业股份"
"XSHE","000752",1462345158000,13.860,"西藏发展"
"XSHE","000753",1462345158000,4.810,"漳州发展"
"XSHE","000755",1462345158000,9.250,"山西三维"
"XSHE","000756",1462345158000,11.940,"新华制药"
"XSHE","000757",1462345158000,10.560,"浩物股份"
"XSHE","000758",1462345158000,15.120,"中色股份"
"XSHE","000759",1462345158000,7.980,"中百集团"
"XSHE","000760",1462345158000,12.260,"斯太尔  "
"XSHE","000761",1462345158000,5.840,"本钢板材"
"XSHE","000762",1462345158000,22.510,"西藏矿业"
"XSHE","000766",1462345158000,12.680,"通化金马"
"XSHE","000767",1462345158000,4.260,"漳泽电力"
"XSHE","000768",1462345158000,18.030,"中航飞机"
"XSHE","000776",1462345158000,16.190,"广发证券"
"XSHE","000777",1462345158000,23.800,"中核科技"
"XSHE","000778",1462345158000,5.230,"新兴铸管"
"XSHE","000779",1462345158000,25.350,"三毛派神"
"XSHE","000780",1462345158000,5.470,"平庄能源"
"XSHE","000782",1462345158000,9.720,"美达股份"
"XSHE","000783",1462345158000,9.550,"长江证券"
"XSHE","000785",1462345158000,12.840,"武汉中商"
"XSHE","000786",1462345158000,9.570,"北新建材"
"XSHE","000788",1462345158000,11.410,"北大医药"
"XSHE","000789",1462345158000,6.910,"万年青  "
"XSHE","000790",1462345158000,11.800,"华神集团"
"XSHE","000791",1462345158000,10.760,"甘肃电投"
"XSHE","000792",1462345158000,18.200,"盐湖股份"
"XSHE","000793",1462345158000,9.540,"华闻传媒"
"XSHE","000795",1462345158000,13.750,"英洛华  "
"XSHE","000796",1462345158000,27.460,"凯撒旅游"
"XSHE","000797",1462345158000,14.900,"中国武夷"
"XSHE","000798",1462345158000,12.060,"中水渔业"
"XSHE","000799",1462345158000,19.670,"酒鬼酒  "
"XSHE","000800",1462345158000,12.710,"一汽轿车"
"XSHE","000801",1462345158000,25.280,"四川九洲"
"XSHE","000802",1462345158000,25.260,"北京文化"
"XSHE","000803",1462345158000,26.870,"金宇车城"
"XSHE","000806",1462345158000,19.440,"银河生物"
"XSHE","000807",1462345158000,7.950,"云铝股份"
"XSHE","000809",1462345158000,4.860,"铁岭新城"
"XSHE","000810",1462345158000,18.870,"创维数字"
"XSHE","000811",1462345158000,11.680,"烟台冰轮"
"XSHE","000812",1462345158000,10.790,"陕西金叶"
"XSHE","000813",1462345158000,11.390,"天山纺织"
"XSHE","000815",1462345158000,21.840,"美利纸业"
"XSHE","000816",1462345158000,6.150,"智慧农业"
"XSHE","000818",1462345158000,6.570,"方大化工"
"XSHE","000819",1462345158000,29.160,"岳阳兴长"
"XSHE","000820",1462345158000,17.570,"金城股份"
"XSHE","000821",1462345158000,15.190,"京山轻机"
"XSHE","000822",1462345158000,5.430,"山东海化"
"XSHE","000823",1462345158000,9.020,"超声电子"
"XSHE","000825",1462345158000,3.440,"太钢不锈"
"XSHE","000826",1462345158000,31.480,"启迪桑德"
"XSHE","000828",1462345158000,10.010,"东莞控股"
"XSHE","000829",1462345158000,13.590,"天音控股"
"XSHE","000830",1462345158000,5.130,"鲁西化工"
"XSHE","000831",1462345158000,14.850,"*ST五稀 "
"XSHE","000833",1462345158000,12.480,"贵糖股份"
"XSHE","000835",1462345158000,13.220,"长城动漫"
"XSHE","000836",1462345158000,7.700,"鑫茂科技"
"XSHE","000837",1462345158000,9.120,"秦川机床"
"XSHE","000838",1462345158000,14.480,"财信发展"
"XSHE","000839",1462345158000,21.260,"中信国安"
"XSHE","000848",1462345158000,13.460,"承德露露"
"XSHE","000850",1462345158000,5.830,"华茂股份"
"XSHE","000851",1462345158000,13.400,"高鸿股份"
"XSHE","000852",1462345158000,15.610,"石化机械"
"XSHE","000856",1462345158000,13.130,"*ST冀装 "
"XSHE","000858",1462345158000,30.610,"五 粮 液"
"XSHE","000859",1462345158000,5.780,"国风塑业"
"XSHE","000860",1462345158000,22.350,"顺鑫农业"
"XSHE","000861",1462345158000,5.690,"海印股份"
"XSHE","000862",1462345158000,7.090,"银星能源"
"XSHE","000863",1462345158000,10.120,"三湘股份"
"XSHE","000868",1462345158000,7.060,"安凯客车"
"XSHE","000869",1462345158000,38.850,"张  裕Ａ"
"XSHE","000875",1462345158000,6.040,"吉电股份"
"XSHE","000876",1462345158000,17.230,"新 希 望"
"XSHE","000877",1462345158000,6.530,"天山股份"
"XSHE","000878",1462345158000,10.830,"云南铜业"
"XSHE","000880",1462345158000,14.310,"潍柴重机"
"XSHE","000881",1462345158000,19.870,"大连国际"
"XSHE","000882",1462345158000,4.520,"华联股份"
"XSHE","000883",1462345158000,4.670,"湖北能源"
"XSHE","000885",1462345158000,13.780,"同力水泥"
"XSHE","000886",1462345158000,5.730,"海南高速"
"XSHE","000887",1462345158000,22.830,"中鼎股份"
"XSHE","000888",1462345158000,12.300,"峨眉山Ａ"
"XSHE","000889",1462345158000,11.450,"茂业通信"
"XSHE","000890",1462345158000,11.030,"法 尔 胜"
"XSHE","000892",1462345158000,16.440,"星美联合"
"XSHE","000893",1462345158000,12.580,"东凌国际"
"XSHE","000895",1462345158000,21.140,"双汇发展"
"XSHE","000897",1462345158000,4.500,"津滨发展"
"XSHE","000898",1462345158000,4.190,"鞍钢股份"
"XSHE","000899",1462345158000,8.830,"赣能股份"
"XSHE","000900",1462345158000,7.080,"现代投资"
"XSHE","000901",1462345158000,36.920,"航天科技"
"XSHE","000902",1462345158000,25.670,"新洋丰  "
"XSHE","000903",1462345158000,7.150,"云内动力"
"XSHE","000905",1462345158000,10.460,"厦门港务"
"XSHE","000906",1462345158000,13.130,"物产中拓"
"XSHE","000908",1462345158000,12.360,"景峰医药"
"XSHE","000909",1462345158000,19.780,"数源科技"
"XSHE","000910",1462345158000,13.320,"大亚科技"
"XSHE","000911",1462345158000,19.120,"南宁糖业"
"XSHE","000912",1462345158000,7.270,"泸天化  "
"XSHE","000913",1462345158000,12.620,"*ST钱江 "
"XSHE","000915",1462345158000,34.100,"山大华特"
"XSHE","000916",1462345158000,4.870,"华北高速"
"XSHE","000917",1462345158000,17.990,"电广传媒"
"XSHE","000918",1462345158000,4.580,"嘉凯城  "
"XSHE","000919",1462345158000,13.150,"金陵药业"
"XSHE","000920",1462345158000,17.830,"南方汇通"
"XSHE","000921",1462345158000,7.820,"海信科龙"
"XSHE","000922",1462345158000,8.920,"佳电股份"
"XSHE","000923",1462345158000,15.800,"河北宣工"
"XSHE","000925",1462345158000,18.480,"众合科技"
"XSHE","000926",1462345158000,11.700,"福星股份"
"XSHE","000927",1462345158000,6.210,"一汽夏利"
"XSHE","000928",1462345158000,12.890,"中钢国际"
"XSHE","000929",1462345158000,16.350,"兰州黄河"
"XSHE","000930",1462345158000,11.920,"中粮生化"
"XSHE","000931",1462345158000,8.730,"中 关 村"
"XSHE","000932",1462345158000,3.950,"华菱钢铁"
"XSHE","000933",1462345158000,4.800,"*ST神火 "
"XSHE","000935",1462345158000,7.170,"四川双马"
"XSHE","000936",1462345158000,9.420,"华西股份"
"XSHE","000937",1462345158000,6.150,"冀中能源"
"XSHE","000938",1462345158000,60.500,"紫光股份"
"XSHE","000939",1462345158000,8.750,"凯迪生态"
"XSHE","000948",1462345158000,18.560,"南天信息"
"XSHE","000949",1462345158000,4.380,"新乡化纤"
"XSHE","000950",1462345158000,7.450,"*ST建峰 "
"XSHE","000951",1462345158000,16.610,"中国重汽"
"XSHE","000952",1462345158000,17.690,"广济药业"
"XSHE","000953",1462345158000,13.510,"河池化工"
"XSHE","000955",1462345158000,8.550,"欣龙控股"
"XSHE","000957",1462345158000,26.470,"中通客车"
"XSHE","000958",1462345158000,17.100,"东方能源"
"XSHE","000959",1462345158000,4.350,"首钢股份"
"XSHE","000960",1462345158000,11.690,"锡业股份"
"XSHE","000961",1462345158000,17.430,"中南建设"
"XSHE","000962",1462345158000,9.320,"*ST东钽 "
"XSHE","000963",1462345158000,69.970,"华东医药"
"XSHE","000965",1462345158000,5.430,"天保基建"
"XSHE","000966",1462345158000,14.000,"长源电力"
"XSHE","000967",1462345158000,20.860,"盈峰环境"
"XSHE","000968",1462345158000,8.710,"*ST煤气 "
"XSHE","000969",1462345158000,12.820,"安泰科技"
"XSHE","000970",1462345158000,12.770,"中科三环"
"XSHE","000971",1462345158000,25.970,"高升控股"
"XSHE","000972",1462345158000,7.980,"新中基  "
"XSHE","000973",1462345158000,8.780,"佛塑科技"
"XSHE","000975",1462345158000,15.000,"银泰资源"
"XSHE","000976",1462345158000,8.870,"春晖股份"
"XSHE","000977",1462345158000,24.040,"浪潮信息"
"XSHE","000978",1462345158000,11.310,"桂林旅游"
"XSHE","000979",1462345158000,3.020,"中弘股份"
"XSHE","000980",1462345158000,10.130,"金马股份"
"XSHE","000981",1462345158000,9.450,"银亿股份"
"XSHE","000982",1462345158000,7.210,"中银绒业"
"XSHE","000983",1462345158000,8.320,"西山煤电"
"XSHE","000985",1462345158000,25.950,"大庆华科"
"XSHE","000987",1462345158000,20.530,"广州友谊"
"XSHE","000988",1462345158000,17.800,"华工科技"
"XSHE","000989",1462345158000,25.690,"九 芝 堂"
"XSHE","000990",1462345158000,15.270,"诚志股份"
"XSHE","000993",1462345158000,8.940,"闽东电力"
"XSHE","000995",1462345158000,17.160,"*ST皇台 "
"XSHE","000996",1462345158000,23.370,"中国中期"
"XSHE","000997",1462345158000,16.970,"新 大 陆"
"XSHE","000998",1462345158000,20.610,"隆平高科"
"XSHE","000999",1462345158000,22.750,"华润三九"
"XSHE","001696",1462345158000,10.660,"宗申动力"
"XSHE","001896",1462345158000,9.800,"豫能控股"
"XSHE","001979",1462345158000,14.450,"招商蛇口"
"XSHE","002001",1462345158000,20.410,"新 和 成"
"XSHE","002002",1462345158000,19.220,"鸿达兴业"
"XSHE","002003",1462345158000,14.580,"伟星股份"
"XSHE","002004",1462345158000,9.560,"华邦健康"
"XSHE","002005",1462345158000,6.740,"德豪润达"
"XSHE","002006",1462345158000,13.640,"精功科技"
"XSHE","002007",1462345158000,48.790,"华兰生物"
"XSHE","002008",1462345158000,22.410,"大族激光"
"XSHE","002009",1462345158000,15.020,"天奇股份"
"XSHE","002010",1462345158000,17.060,"传化股份"
"XSHE","002011",1462345158000,11.420,"盾安环境"
"XSHE","002012",1462345158000,8.710,"凯恩股份"
"XSHE","002013",1462345158000,18.690,"中航机电"
"XSHE","002014",1462345158000,15.540,"永新股份"
"XSHE","002015",1462345158000,11.330,"霞客环保"
"XSHE","002016",1462345158000,10.740,"世荣兆业"
"XSHE","002017",1462345158000,14.100,"东信和平"
"XSHE","002018",1462345158000,12.720,"华信国际"
"XSHE","002019",1462345158000,43.480,"亿帆鑫富"
"XSHE","002020",1462345158000,26.370,"京新药业"
"XSHE","002021",1462345158000,9.270,"中捷资源"
"XSHE","002022",1462345158000,20.310,"科华生物"
"XSHE","002023",1462345158000,15.640,"海特高新"
"XSHE","002024",1462345158000,11.190,"苏宁云商"
"XSHE","002025",1462345158000,22.930,"航天电器"
"XSHE","002026",1462345158000,12.480,"山东威达"
"XSHE","002027",1462345158000,32.580,"分众传媒"
"XSHE","002028",1462345158000,11.210,"思源电气"
"XSHE","002029",1462345158000,10.300,"七 匹 狼"
"XSHE","002030",1462345158000,30.230,"达安基因"
"XSHE","002031",1462345158000,14.280,"巨轮智能"
"XSHE","002032",1462345158000,33.210,"苏 泊 尔"
"XSHE","002033",1462345158000,12.680,"丽江旅游"
"XSHE","002034",1462345158000,40.750,"美 欣 达"
"XSHE","002035",1462345158000,22.590,"华帝股份"
"XSHE","002036",1462345158000,21.120,"联创电子"
"XSHE","002037",1462345158000,18.660,"久联发展"
"XSHE","002038",1462345158000,29.210,"双鹭药业"
"XSHE","002039",1462345158000,18.460,"黔源电力"
"XSHE","002040",1462345158000,13.770,"南 京 港"
"XSHE","002041",1462345158000,13.980,"登海种业"
"XSHE","002042",1462345158000,10.700,"华孚色纺"
"XSHE","002043",1462345158000,9.370,"兔 宝 宝"
"XSHE","002044",1462345158000,30.870,"美年健康"
"XSHE","002045",1462345158000,12.430,"国光电器"
